101,2022,83,1700,0,3.501,14.03,31.06,21.53,33.62,13.85,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,83,1800,0,3.504,14.01,31.06,21.54,33.63,13.87,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,83,1900,0,3.517,14,31.06,21.53,33.64,13.82,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,83,2000,0,3.539,13.99,31.06,21.52,33.66,13.78,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,83,2100,0,3.563,13.98,31.05,21.52,33.66,13.75,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,83,2200,0,3.579,13.98,31.05,21.52,33.68,13.73,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,83,2300,0,3.593,13.98,31.04,21.51,33.68,13.7,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,000,0,3.606,13.98,31.03,21.51,33.69,13.69,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,100,0,3.612,13.98,31.02,21.52,33.69,13.66,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,200,0,3.62,13.98,31.02,21.51,33.69,13.64,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,300,0,3.628,13.98,31.01,21.5,33.68,13.63,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,400,0,3.628,13.98,31,21.5,33.69,13.61,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,500,0,3.631,13.98,31,21.51,33.69,13.6,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,600,0,3.631,13.97,30.99,21.5,33.69,13.58,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,700,0,3.633,13.96,30.98,21.5,33.69,13.57,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,800,0,3.642,13.97,30.97,21.5,33.68,13.57,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,900,0,3.672,13.98,30.97,21.5,33.65,13.57,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1000,0,3.694,13.99,30.97,21.5,33.62,13.54,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1100,0,3.65,13.99,30.97,21.5,33.61,13.54,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1200,0,3.606,13.98,30.96,21.5,33.6,13.54,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1300,0,3.555,13.97,30.96,21.5,33.6,13.55,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1400,0,3.52,13.95,30.95,21.5,33.58,13.58,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1500,0,3.517,13.98,30.95,21.5,33.57,13.61,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1600,0,3.499,13.98,30.95,21.5,33.58,13.64,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1700,0,3.475,13.97,30.94,21.5,33.58,13.67,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1800,0,3.469,13.96,30.94,21.49,33.61,13.67,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,1900,0,3.488,13.96,30.93,21.49,33.62,13.67,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,2000,0,3.515,13.97,30.93,21.49,33.62,13.66,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,2100,0,3.539,13.97,30.93,21.48,33.62,13.64,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,2200,0,3.582,14,30.93,21.48,33.62,13.61,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,84,2300,0,3.606,14,30.93,21.48,33.62,13.59,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,85,000,0,3.631,14,30.92,21.48,33.63,13.57,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,85,100,0,3.653,14,30.92,21.47,33.63,13.55,7999,7999,7999,7999,7999,7999,7999,7999,7999
101,2022,85,200,0,3.672,14.01,30.91,21.47,33.62,13.54,7999,7999,7999,7999,7999,7999,7999,7999,7999
